State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name,_resource_id
Maharashtra,Nanded,2018-09-15,2018,09,13.6666683,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Nanded,2018-09-16,2018,09,13.1267538,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Nandurbar,2018-09-18,2018,09,10.9824938,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Nandurbar,2018-09-20,2018,09,10.8131176,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Nandurbar,2018-09-23,2018,09,17.0787925,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Nashik,2018-09-09,2018,09,16.9512394,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Nashik,2018-09-14,2018,09,12.9292514,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Nashik,2018-09-22,2018,09,19.8973168,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Nashik,2018-09-25,2018,09,16.7743065,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Osmanabad,2018-09-04,2018,09,23.5813154,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Osmanabad,2018-09-05,2018,09,22.2524264,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Osmanabad,2018-09-12,2018,09,14.0019896,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Osmanabad,2018-09-15,2018,09,11.4387623,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Osmanabad,2018-09-17,2018,09,12.2871723,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Osmanabad,2018-09-26,2018,09,18.3483012,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-07,2018,09,21.474337,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-08,2018,09,21.0986135,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-12,2018,09,18.1886029,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-14,2018,09,16.7484843,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-15,2018,09,16.511576,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-16,2018,09,16.2564997,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-17,2018,09,15.8283081,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-22,2018,09,15.7551003,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-24,2018,09,14.6870398,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Palghar,2018-09-28,2018,09,13.9386519,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Parbhani,2018-09-01,2018,09,24.6827281,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Parbhani,2018-09-07,2018,09,18.6035894,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Parbhani,2018-09-17,2018,09,11.6734223,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Parbhani,2018-09-24,2018,09,18.3447079,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Parbhani,2018-09-25,2018,09,19.7222601,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Pune,2018-09-15,2018,09,12.9567579,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Pune,2018-09-19,2018,09,15.902116,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Pune,2018-09-20,2018,09,21.3356738,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Pune,2018-09-22,2018,09,20.5360805,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Pune,2018-09-25,2018,09,17.7094476,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Pune,2018-09-27,2018,09,19.754848,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Raigad,2018-09-14,2018,09,15.8706947,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Raigad,2018-09-19,2018,09,13.6859083,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Raigad,2018-09-23,2018,09,18.6914851,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Raigad,2018-09-25,2018,09,17.1393164,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Raigad,2018-09-30,2018,09,24.2186884,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Ratnagiri,2018-09-03,2018,09,28.801557,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Ratnagiri,2018-09-06,2018,09,26.7072751,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Ratnagiri,2018-09-15,2018,09,18.5378752,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Ratnagiri,2018-09-17,2018,09,17.4681313,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Ratnagiri,2018-09-22,2018,09,21.694093,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sangli,2018-09-03,2018,09,20.9507177,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sangli,2018-09-04,2018,09,19.5992224,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sangli,2018-09-13,2018,09,10.8853932,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sangli,2018-09-23,2018,09,13.3167854,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sangli,2018-09-26,2018,09,29.6021483,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sangli,2018-09-30,2018,09,26.3019183,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Satara,2018-09-07,2018,09,20.1514683,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Satara,2018-09-08,2018,09,18.8463881,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Satara,2018-09-16,2018,09,12.1408467,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Satara,2018-09-19,2018,09,12.9963618,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Satara,2018-09-21,2018,09,16.6543048,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Satara,2018-09-22,2018,09,15.9432228,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Satara,2018-09-30,2018,09,26.6159125,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sindhudurg,2018-09-09,2018,09,21.1112776,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sindhudurg,2018-09-10,2018,09,20.1324499,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sindhudurg,2018-09-12,2018,09,18.937472,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sindhudurg,2018-09-18,2018,09,16.640294,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sindhudurg,2018-09-19,2018,09,16.4289234,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sindhudurg,2018-09-23,2018,09,20.9353875,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sindhudurg,2018-09-27,2018,09,29.5805154,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Sindhudurg,2018-09-28,2018,09,31.0821514,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-02,2018,09,24.8121033,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-03,2018,09,23.5347067,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-06,2018,09,19.3766697,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-07,2018,09,18.1111483,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-08,2018,09,16.8297736,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-10,2018,09,14.5215424,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-14,2018,09,11.5888512,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-15,2018,09,10.8125982,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-23,2018,09,15.2733948,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-26,2018,09,19.6307637,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Solapur,2018-09-27,2018,09,18.9480939,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Thane,2018-09-03,2018,09,26.4334448,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Thane,2018-09-17,2018,09,14.4749957,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Thane,2018-09-21,2018,09,20.6054256,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Thane,2018-09-30,2018,09,21.6632383,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Wardha,2018-09-02,2018,09,26.6397946,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Wardha,2018-09-10,2018,09,21.0520478,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Wardha,2018-09-15,2018,09,16.6317202,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Wardha,2018-09-18,2018,09,14.1238794,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Wardha,2018-09-19,2018,09,13.4176429,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Wardha,2018-09-29,2018,09,22.7228665,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Washim,2018-09-04,2018,09,21.9384367,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Washim,2018-09-05,2018,09,21.1070403,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Washim,2018-09-10,2018,09,16.2927358,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Washim,2018-09-14,2018,09,12.7325677,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Washim,2018-09-16,2018,09,11.2001301,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Washim,2018-09-28,2018,09,16.6902757,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Yavatmal,2018-09-02,2018,09,27.7108467,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Yavatmal,2018-09-03,2018,09,26.0742871,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Yavatmal,2018-09-04,2018,09,25.0118926,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Yavatmal,2018-09-13,2018,09,17.5509015,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Yavatmal,2018-09-14,2018,09,16.5303915,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Yavatmal,2018-09-15,2018,09,15.6281319,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Yavatmal,2018-09-18,2018,09,13.8607334,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Yavatmal,2018-09-27,2018,09,25.8097053,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Maharashtra,Yavatmal,2018-09-30,2018,09,21.8613517,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-01,2018,09,21.429948,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-06,2018,09,19.9501617,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-07,2018,09,19.1104509,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-12,2018,09,16.8623508,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-20,2018,09,14.4652098,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-25,2018,09,12.8744061,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-26,2018,09,12.3923876,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-27,2018,09,12.8888834,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-03,2018,09,30.8641308,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-04,2018,09,31.4595726,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-06,2018,09,29.9267053,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-12,2018,09,29.7620654,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-14,2018,09,29.7943269,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-15,2018,09,29.1553149,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-18,2018,09,28.0208551,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-19,2018,09,28.5446862,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-29,2018,09,29.0163758,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Churachandpur,2018-09-01,2018,09,30.4753906,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Churachandpur,2018-09-13,2018,09,25.2619899,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Churachandpur,2018-09-26,2018,09,20.8439011,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-02,2018,09,22.035591,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-06,2018,09,20.609222,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-07,2018,09,19.8220521,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-13,2018,09,17.1844103,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-26,2018,09,14.5043248,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-05,2018,09,21.7664805,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-10,2018,09,18.3051517,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-12,2018,09,17.3088872,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-15,2018,09,16.1260477,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-17,2018,09,15.1768658,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-25,2018,09,13.3163739,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-04,2018,09,17.7222523,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-06,2018,09,16.3637535,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-12,2018,09,16.2169555,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-17,2018,09,12.8776134,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-26,2018,09,12.5005188,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-29,2018,09,11.9394114,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-30,2018,09,11.5916634,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Kakching,2018-09-06,2018,09,19.4486235,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Kakching,2018-09-07,2018,09,18.7342693,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345
